City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Country,Date,Wind Speed
0,Pedernales,18.0384,-71.744,77.36,73,43,DO,1675723491,9.33
1,Burnie,-41.0667,145.9167,62.94,57,6,AU,1675723491,4.74
2,Gemona,46.2794,13.1431,30.52,69,54,IT,1675723491,3.85
3,Busselton,-33.65,115.3333,67.33,72,98,AU,1675723492,10.54
4,Clyde River,70.4692,-68.5914,-27.17,68,20,CA,1675723492,8.05
5,Aklavik,68.2191,-135.0107,-29.2,68,40,CA,1675723493,3.44
6,Leskovik,40.1514,20.5972,19.26,68,28,AL,1675723493,5.28
7,Punta Arenas,-53.15,-70.9167,59.11,67,75,CL,1675723494,16.11
8,Puerto Ayora,-0.7393,-90.3518,84.16,73,53,EC,1675723494,11.01
9,Nikolskoye,59.7035,30.7861,26.49,98,91,RU,1675723494,3.31
10,Assiut,27.181,31.1837,48.38,42,81,EG,1675723495,7.47
11,Khatanga,71.9667,102.5,-41.48,100,56,RU,1675723495,3.09
12,Talnakh,69.4865,88.3972,-9.8,98,100,RU,1675723495,5.57
13,Ushuaia,-54.8,-68.3,53.22,87,75,AR,1675723296,12.66
14,Isangel,-19.55,169.2667,86.11,79,75,VU,1675723496,2.3
15,Kavaratti,10.5669,72.642,80.42,75,90,IN,1675723496,13.82
16,Port Alfred,-33.5906,26.891,73.18,93,100,ZA,1675723481,7.0
17,Dikson,73.5069,80.5464,-23.15,100,100,RU,1675723497,5.53
18,Katsuura,35.1333,140.3,50.45,67,100,JP,1675723497,7.54
19,Mataura,-46.1927,168.8643,63.3,64,70,NZ,1675723498,8.81
20,Cherskiy,68.75,161.3,-37.88,100,100,RU,1675723498,5.44
21,San Policarpo,12.1791,125.5072,79.59,79,74,PH,1675723498,13.85
22,Mahébourg,-20.4081,57.7,77.29,88,75,MU,1675723499,6.91
23,Cape Town,-33.9258,18.4232,70.88,89,40,ZA,1675723300,10.36
24,The Pas,53.8251,-101.2541,17.62,73,100,CA,1675723380,20.71
25,Bredasdorp,-34.5322,20.0403,69.21,93,68,ZA,1675723499,2.95
26,Kapaa,22.0752,-159.319,80.92,80,40,US,1675723500,13.8
27,Saldanha,-33.0117,17.9442,64.45,97,81,ZA,1675723500,13.47
28,Gigaquit,9.5944,125.6975,77.41,84,97,PH,1675723501,7.25
29,Alma,48.5501,-71.6491,8.73,66,31,CA,1675723501,3.11
30,Atuona,-9.8,-139.0333,78.51,76,14,PF,1675723502,12.57
31,Beringovskiy,63.05,179.3167,-16.62,92,96,RU,1675723502,8.66
32,Nanma,36.1817,118.1583,34.14,83,69,CN,1675723503,1.36
33,Hithadhoo,-0.6,73.0833,81.27,70,77,MV,1675723504,11.3
34,Lorengau,-2.0226,147.2712,77.09,94,100,PG,1675723506,10.83
35,Mayumba,-3.432,10.6554,77.41,84,84,GA,1675723506,1.25
36,Broome,42.2506,-75.833,32.16,81,100,US,1675723507,8.05
37,Puerto Ayacucho,5.6639,-67.6236,84.52,58,76,VE,1675723508,4.85
38,Lebanon,36.2081,-86.2911,62.82,29,0,US,1675722706,5.75
39,Falam,22.9167,93.6833,41.92,63,0,MM,1675723509,4.97
40,Saint-Philippe,-21.3585,55.7679,80.19,86,88,RE,1675723510,10.63
41,Hong Kong,22.2855,114.1577,68.95,90,92,HK,1675723403,5.01
42,Ilulissat,69.2167,-51.1,-2.18,78,100,GL,1675723511,8.05
43,Bambous Virieux,-20.3428,57.7575,77.25,88,75,MU,1675723304,6.91
44,Rikitea,-23.1203,-134.9692,79.34,74,65,PF,1675723514,10.42
45,Cortland,42.6001,-76.083,30.36,80,100,US,1675723515,3.44
46,Coquimbo,-29.9533,-71.3436,65.93,82,75,CL,1675723516,11.5
47,Riyadh,24.6877,46.7219,66.34,38,12,SA,1675723397,10.36
48,Kahului,20.8947,-156.47,81.97,72,20,US,1675723391,24.16
49,Ponta do Sol,32.6667,-17.1,59.72,65,22,PT,1675723517,9.48
50,Udachny,66.4167,112.4,-31.56,66,100,RU,1675723518,2.37
51,Okhtyrka,50.3104,34.8988,20.57,94,100,UA,1675723520,8.12
52,Grand Gaube,-20.0064,57.6608,77.4,81,82,MU,1675723294,1.99
53,San Jose de Guanipa,8.8872,-64.1651,81.0,54,72,VE,1675723520,12.84
54,Upernavik,72.7868,-56.1549,-9.18,95,100,GL,1675723521,6.98
55,Hobart,-42.8794,147.3294,63.27,58,20,AU,1675723522,5.75
56,Aiquile,-18.2041,-65.1807,58.78,86,67,BO,1675723522,3.78
57,Lompoc,34.6391,-120.4579,65.7,62,20,US,1675723374,16.11
58,Butaritari,3.0707,172.7902,81.34,79,75,KI,1675723523,20.33
59,Barrow,71.2906,-156.7887,-7.58,77,100,US,1675723524,6.91
60,Ransang,8.9603,117.5828,77.63,84,98,PH,1675723525,3.31
61,New Norfolk,-42.7826,147.0587,62.71,49,6,AU,1675723374,1.99
62,Saint-Pierre,-21.3393,55.4781,80.28,78,0,RE,1675723441,9.22
63,Sakakah,29.9697,40.2064,51.37,39,1,SA,1675723386,16.31
64,Trelew,-43.249,-65.3051,76.32,36,31,AR,1675723530,21.63
65,Santa Maria,-29.6842,-53.8069,85.3,51,20,BR,1675723434,2.3
66,Hualmay,-11.0964,-77.6139,74.89,78,60,PE,1675723531,7.83
67,Dalvik,65.9702,-18.5286,33.73,74,81,IS,1675723532,20.78
68,Tibati,6.4667,12.6333,70.74,18,4,CM,1675723532,4.16
69,Avarua,-21.2078,-159.775,84.25,79,20,CK,1675723533,11.5
70,Albany,42.6001,-73.9662,32.72,69,84,US,1675723313,6.11
71,Imeni Poliny Osipenko,52.4201,136.4853,-17.07,100,100,RU,1675723533,0.4
72,Carnarvon,-24.8667,113.6333,75.9,67,0,AU,1675723534,19.73
73,Lumding,25.7535,93.1732,53.24,65,1,IN,1675723534,2.35
74,Bluff,-46.6,168.3333,57.88,82,91,NZ,1675723535,30.82
75,Qianjiang,30.4151,112.8859,45.82,72,63,CN,1675723535,7.2
76,San Jose,37.3394,-121.895,62.67,50,20,US,1675723241,12.66
77,Faanui,-16.4833,-151.75,81.18,76,9,PF,1675723536,16.13
78,Ribeira Grande,38.5167,-28.7,57.78,75,87,PT,1675723536,18.99
79,Quatre Cocos,-20.2078,57.7625,77.11,79,83,MU,1675723536,13.18
80,Ostrovnoy,68.0531,39.5131,20.37,88,100,RU,1675723537,26.31
81,Flin Flon,54.7682,-101.865,15.64,67,100,CA,1675723537,10.36
82,Saskylakh,71.9167,114.0833,-30.62,100,97,RU,1675723538,2.73
83,Adrar,20.5022,-10.0711,62.2,24,36,MR,1675723538,9.37
84,Saint Anthony,45.0205,-93.218,36.55,82,100,US,1675723538,11.5
85,San Francisco,37.7749,-122.4194,62.85,57,20,US,1675722898,11.5
86,Luwingu,-10.2621,29.9271,62.44,93,100,ZM,1675723540,3.31
87,Daşoguz,41.8363,59.9666,33.75,80,0,TM,1675723540,16.11
88,Laurel,39.0993,-76.8483,47.7,58,100,US,1675723303,14.97
89,Nioro,13.35,-15.75,73.92,24,12,GM,1675723541,12.15
90,Qaanaaq,77.484,-69.3632,-18.62,98,100,GL,1675723542,3.65
91,Kondinskoye,59.6481,67.41,-4.81,99,96,RU,1675723542,6.55
92,Bengkulu,-3.8004,102.2655,75.22,84,87,ID,1675723358,6.46
93,Chaiya,9.3862,99.1986,71.58,90,92,TH,1675723542,1.28
94,Souillac,-20.5167,57.5167,77.38,88,75,MU,1675723543,6.91
95,Manado,1.487,124.8455,75.97,100,40,ID,1675723543,2.3
96,Fortuna,40.5982,-124.1573,53.92,66,0,US,1675723544,13.8
97,Coyhaique,-45.5752,-72.0662,66.15,42,0,CL,1675723544,12.66
98,Chemnitz,50.8333,12.9167,21.96,90,3,DE,1675723544,4.63
99,Beyşehir,37.6773,31.7246,26.55,87,100,TR,1675723545,19.84
100,Marawi,7.9986,124.2928,68.02,89,100,PH,1675723545,0.96
101,Bandarbeyla,9.4942,50.8122,74.59,76,75,SO,1675723545,11.52
102,Vaini,-21.2,-175.2,82.56,83,75,TO,1675723546,4.61
103,Lábrea,-7.2586,-64.7981,74.5,97,100,BR,1675723546,2.06
104,Tamworth,52.634,-1.6959,36.52,87,45,GB,1675723546,3.29
105,Lata,40.1629,-8.3327,42.67,66,0,PT,1675723438,6.02
106,Salisbury,51.0693,-1.7957,36.37,83,75,GB,1675723193,4.61
107,East London,-33.0153,27.9116,74.73,84,23,ZA,1675723547,15.28
108,Dalbandin,28.8947,64.4101,54.03,28,3,PK,1675723547,6.55
109,Pevek,69.7008,170.3133,-33.41,100,100,RU,1675723548,3.69
110,Provideniya,64.3833,-173.3,1.51,66,100,RU,1675723548,13.42
111,Karabük,41.2049,32.6277,32.77,93,100,TR,1675723548,5.75
112,Vanimo,-2.6741,141.3028,78.49,89,100,PG,1675723549,3.31
113,Ancud,-41.8697,-73.8203,60.78,71,0,CL,1675723549,2.13
114,Tessalit,20.1986,1.0114,74.66,10,99,ML,1675723550,7.83
115,Znamenskoye,57.1281,73.8282,-3.87,100,99,RU,1675723550,3.33
116,Bereda,43.2686,-7.5406,35.15,100,6,ES,1675723550,4.27
117,Portland,45.5234,-122.6762,51.57,80,100,US,1675722982,10.36
118,Lahaina,20.8783,-156.6825,81.95,81,5,US,1675723551,9.1
119,Jamestown,42.097,-79.2353,30.02,93,100,US,1675723551,6.91
120,Yekaterinovka,52.0508,44.3451,2.89,90,69,RU,1675723551,6.8
121,Kruisfontein,-34.0033,24.7314,69.37,92,79,ZA,1675723552,6.15
122,Hvide Sande,56.0045,8.1294,36.09,85,60,DK,1675723552,14.12
123,Bilma,18.6853,12.9164,64.13,17,20,NE,1675723553,8.41
124,Nortelândia,-14.4547,-56.8028,72.86,95,97,BR,1675723553,1.36
125,Karpogory,64.0019,44.4451,0.34,99,88,RU,1675723554,3.85
126,Carutapera,-1.195,-46.02,76.19,94,99,BR,1675723554,6.2
127,Port Macquarie,-31.4333,152.9167,78.89,64,48,AU,1675723554,3.38
128,Hilo,19.7297,-155.09,80.28,87,75,US,1675723555,7.0
129,Koumac,-20.5667,164.2833,84.4,74,91,NC,1675723555,1.32
130,Seminole,28.7086,-81.2081,72.34,62,0,US,1675723556,11.5
131,Ostrov,57.3439,28.3537,28.13,98,77,RU,1675723556,6.04
132,Ferme-Neuve,46.7001,-75.4493,5.85,94,7,CA,1675723556,0.76
133,Banda Aceh,5.5577,95.3222,77.31,83,98,ID,1675723261,3.29
134,Hasaki,35.7333,140.8333,44.22,56,100,JP,1675723557,1.03
135,Lavrentiya,65.5833,-171.0,-13.32,88,100,RU,1675723557,4.27
136,Husavik,66.0449,-17.3389,29.53,62,66,IS,1675723558,22.84
137,Tuatapere,-46.1333,167.6833,57.99,87,93,NZ,1675723558,10.96
138,Zenzeli,45.9241,47.0474,25.93,83,100,RU,1675723558,19.22
139,Namatanai,-3.6667,152.4333,82.02,76,99,PG,1675723559,4.0
140,Tunceli,39.1083,39.5471,35.31,99,100,TR,1675723559,5.21
141,Laguna,38.421,-121.4238,62.24,43,0,US,1675723560,19.57
142,Ketchikan,55.3422,-131.6461,45.07,65,40,US,1675723560,4.61
143,College,64.8569,-147.8028,10.09,81,75,US,1675723560,0.0
144,Arraial do Cabo,-22.9661,-42.0278,78.66,83,75,BR,1675723561,5.75
145,Hermanus,-34.4187,19.2345,71.8,93,30,ZA,1675723561,5.44
146,Pitsunda,43.1592,40.3378,39.38,80,100,GE,1675723562,5.46
147,Tuktoyaktuk,69.4541,-133.0374,-38.2,74,75,CA,1675723563,0.0
148,Walvis Bay,-22.9575,14.5053,65.35,88,67,NA,1675723563,8.05
149,Chui,-33.6971,-53.4616,70.59,76,87,UY,1675723338,7.31
150,Saint George,37.1041,-113.5841,51.44,38,100,US,1675723567,11.01
151,Westport,41.1415,-73.3579,45.19,63,100,US,1675723569,13.8
152,Luena,-11.7833,19.9167,62.08,94,100,AO,1675723570,4.18
153,Grindavik,63.8424,-22.4338,32.47,64,75,IS,1675723476,31.07
154,Bar Harbor,44.3876,-68.2039,33.28,63,0,US,1675723570,12.66
155,Bandundu Province,-3.3167,17.3667,71.92,90,76,CD,1675723571,2.17
156,Jalu,29.0331,21.5482,50.4,53,71,LY,1675723572,8.34
157,Robertsport,6.7533,-11.3686,78.58,87,91,LR,1675723572,9.62
158,Ushtobe,45.2514,77.9838,29.39,89,100,KZ,1675723573,3.47
159,Tura,25.5198,90.2201,56.61,53,0,IN,1675723548,2.98
160,Sur,22.5667,59.5289,70.05,62,60,OM,1675723576,3.18
161,Cidreira,-30.1811,-50.2056,75.09,74,7,BR,1675723577,8.86
162,Shakawe,-18.3667,21.85,67.68,94,100,BW,1675723578,4.27
163,Avera,33.194,-82.5271,64.45,48,0,US,1675723579,3.8
164,Am Timan,11.0297,20.2827,77.95,12,71,TD,1675723579,8.93
165,Hirara,24.8,125.2833,67.86,94,75,JP,1675723580,11.5
166,Tagbac,7.089,125.1567,70.86,90,99,PH,1675723581,2.39
167,Maniitsoq,65.4167,-52.9,5.88,87,100,GL,1675723581,2.68
168,Chokurdakh,70.6333,147.9167,-27.2,100,100,RU,1675723581,1.61
169,Hrádek,49.7132,13.653,25.41,100,3,CZ,1675723584,21.99
170,Felipe Carrillo Puerto,19.5833,-88.05,77.54,69,17,MX,1675723585,5.53
171,Ikom,5.9667,8.7063,77.67,81,7,NG,1675723585,2.77
172,Bathsheba,13.2167,-59.5167,79.41,69,20,BB,1675723315,18.41
173,Colchester,51.8892,0.9042,36.52,83,8,GB,1675723587,2.66
174,Hirado,33.3597,129.5531,43.39,92,100,JP,1675723588,20.45
175,Bethel,41.3712,-73.414,43.93,66,100,US,1675723584,13.8
176,Balkanabat,39.5108,54.3671,52.66,35,0,TM,1675723591,11.21
177,Yellowknife,62.456,-114.3525,-7.08,77,75,CA,1675723357,5.75
178,Torbay,47.6666,-52.7314,36.88,95,100,CA,1675723591,8.05
179,Roald,62.5833,6.1333,48.34,71,75,NO,1675723592,18.41
180,Arras,50.293,2.7819,37.06,82,6,FR,1675723593,5.82
181,Taltal,-25.4,-70.4833,72.41,71,27,CL,1675723592,6.17
182,Safi,32.2994,-9.2372,55.42,75,1,MA,1675723593,4.79
183,Marfino,55.7028,37.3822,21.45,79,100,RU,1675723593,4.47
184,Petropavlovsk-Kamchatskiy,53.0452,158.6483,5.59,72,40,RU,1675723561,8.95
185,Cap Malheureux,-19.9842,57.6142,76.46,82,79,MU,1675723594,4.0
186,Lagoa,39.05,-27.9833,55.22,71,100,PT,1675723370,25.84
187,Norman Wells,65.282,-126.8329,-12.96,77,75,CA,1675723595,4.61
188,Crotone,39.0851,17.1178,38.19,64,80,IT,1675723595,21.03
189,Frontera,26.9333,-101.45,86.32,23,9,MX,1675723595,4.0
190,El Salvador,13.8333,-88.9167,87.84,28,2,SV,1675723596,3.18
191,Sochi,43.6,39.7303,39.29,85,100,RU,1675723489,10.8
192,George Town,5.4112,100.3354,78.73,94,20,MY,1675723517,4.61
193,Muros,42.7762,-9.0603,46.83,68,0,ES,1675723596,8.63
194,Necochea,-38.5473,-58.7368,64.09,60,21,AR,1675723597,17.43
195,Melo,-32.3667,-54.1833,77.43,43,78,UY,1675723597,14.09
196,Madanapalle,13.55,78.5,62.92,84,72,IN,1675723598,4.5
197,Airai,-8.9266,125.4092,63.43,87,78,TL,1675723598,2.26
198,Ulaangom,49.9811,92.0667,-9.78,95,100,MN,1675723599,2.04
199,Byron Bay,-28.65,153.6167,75.94,62,98,AU,1675723599,7.56
200,Kasongo-Lunda,-6.4667,16.8167,69.12,91,84,CD,1675723599,2.21
201,Rexburg,43.826,-111.7897,32.43,80,20,US,1675723541,10.36
202,Faya,18.3851,42.4509,52.32,55,90,SA,1675723538,3.76
203,Feijó,-8.1642,-70.3536,74.25,97,99,BR,1675723600,0.58
204,Tezu,27.9167,96.1667,59.07,71,97,IN,1675723600,3.2
205,Naze,28.3667,129.4833,65.32,83,30,JP,1675723601,14.07
206,Mossamedes,-15.1961,12.1522,70.66,78,76,AO,1675723601,5.3
207,Lumby,50.2498,-118.969,42.04,84,99,CA,1675723540,2.3
208,Kynšperk nad Ohří,50.1189,12.5303,24.49,81,13,CZ,1675723602,4.79
209,Labuhan,-6.8844,112.2051,76.46,85,100,ID,1675723602,7.78
210,Makokou,0.5738,12.8642,74.95,74,78,GA,1675723603,4.41
211,Sept-Îles,50.2001,-66.3821,14.0,68,20,CA,1675723323,9.22
212,Nantucket,41.2835,-70.0995,44.65,78,20,US,1675723280,26.46
213,Ziarat,30.3823,67.7282,35.02,26,0,PK,1675723603,7.02
214,Thompson,55.7435,-97.8558,12.36,85,100,CA,1675723541,9.22
215,Mar del Plata,-38.0023,-57.5575,67.95,71,40,AR,1675723573,13.0
216,Oranjemund,-28.55,16.4333,65.37,97,82,NA,1675723604,9.93
217,Kupang,-10.1667,123.5833,77.58,94,75,ID,1675723604,3.44
218,Caravelas,-17.7125,-39.2481,78.04,81,0,BR,1675723605,9.08
219,Opuwo,-18.0607,13.84,67.1,45,90,NA,1675723607,6.08
220,Sylva,58.0348,56.7635,4.37,100,100,RU,1675723608,2.48
221,Dongsheng,39.8161,109.9776,22.14,48,0,CN,1675723495,7.47
222,Olafsvik,64.8945,-23.7142,31.1,65,100,IS,1675723608,37.09
223,Seymchan,62.8833,152.4333,-29.83,98,98,RU,1675723608,1.66
224,Bīdar,17.9,77.55,68.67,41,54,IN,1675723609,6.42
225,Chachoengsao,13.6167,101.4167,80.58,87,71,TH,1675723609,4.05
226,Makakilo City,21.3469,-158.0858,80.92,62,0,US,1675723610,23.02
227,Pendleton,45.6721,-118.7886,51.4,62,0,US,1675723552,21.85
228,Ivdel',60.6911,60.4206,-8.43,100,77,RU,1675723610,2.73
229,Qurayyat,31.3318,37.3428,48.38,46,40,SA,1675723611,9.22
230,Jiayuguan City,39.8167,98.3,23.09,43,10,CN,1675723611,2.1
231,Satara,17.6833,73.9833,65.7,39,40,IN,1675723611,3.51
232,Meulaboh,4.1363,96.1285,74.53,82,98,ID,1675723612,2.17
233,Liberty,31.8335,-81.5004,68.25,30,0,US,1675723612,5.75
234,San Juan,-31.5375,-68.5364,94.12,14,17,AR,1675723315,14.2
235,Palmer,42.1584,-72.3287,41.52,60,75,US,1675723613,12.66
236,Sterling,39.0062,-77.4286,47.26,58,75,US,1675723546,15.01
237,Port Elizabeth,-33.918,25.5701,72.32,99,75,ZA,1675723354,10.36
238,Comarapa,-17.9,-64.4833,58.37,90,90,BO,1675723614,3.76
239,Samandağ,36.0842,35.9771,48.4,80,100,TR,1675723614,16.11
240,Imbituba,-28.24,-48.6703,73.69,81,28,BR,1675723614,1.68
241,Januária,-15.4833,-44.3667,78.28,65,42,BR,1675723615,1.57
242,Herrán,7.5061,-72.4833,68.2,89,74,CO,1675723615,0.94
243,São João dos Patos,-6.495,-43.7022,73.63,89,100,BR,1675723615,3.65
244,Constitución,-35.3333,-72.4167,65.17,70,22,CL,1675723616,12.62
245,Bariloche,-41.1456,-71.3082,80.35,24,0,AR,1675723616,19.57
246,Flinders,-34.5833,150.8552,72.05,89,90,AU,1675723491,2.51
247,Santa Isabel Rio Negro,-0.4139,-65.0192,75.06,95,92,BR,1675723617,0.54
248,Tasiilaq,65.6145,-37.6368,12.36,90,98,GL,1675723617,7.36
249,Cabra,37.4725,-4.4421,44.58,81,0,ES,1675723378,4.45
250,Menzel Salem,35.8567,8.4765,46.38,69,75,TN,1675723618,1.5
251,Sirte,31.2089,16.5887,54.34,55,92,LY,1675723618,5.66
252,Siliviri,41.0802,28.226,32.05,91,100,TR,1675723619,21.79
253,Cayenne,4.9333,-52.3333,75.24,94,75,GF,1675723397,3.44
254,Padang,-0.9492,100.3543,76.62,81,92,ID,1675723619,3.91
255,Izhma,65.0083,53.9113,-15.52,100,98,RU,1675723620,3.98
256,Geraldton,-28.7667,114.6,63.01,88,40,AU,1675723620,4.61
257,Lebu,-37.6167,-73.65,59.88,79,0,CL,1675723555,19.51
258,Abu Dhabi,24.4667,54.3667,68.02,80,0,AE,1675723592,3.44
259,Pisco,-13.7,-76.2167,78.85,78,0,PE,1675723558,18.41
260,Vila Velha,-20.3297,-40.2925,78.75,83,0,BR,1675723529,6.91
261,Berdigestyakh,62.0989,126.6992,-49.31,100,100,RU,1675723621,2.06
262,Kaabong,3.4836,34.1492,68.67,30,19,UG,1675723622,5.97
263,Beyneu,45.3167,55.2,36.0,83,100,KZ,1675723622,18.61
264,Havelock,34.8791,-76.9013,60.75,55,0,US,1675723417,6.91
265,Khani,41.9563,42.9566,38.77,66,100,GE,1675723624,3.27
266,Marrakesh,31.6315,-8.0083,55.47,54,75,MA,1675723624,5.75
267,Cleveland,41.4995,-81.6954,33.22,81,100,US,1675723403,4.61
268,Bhuj,23.2667,69.6667,66.06,64,0,IN,1675723626,6.73
269,Kavieng,-2.5744,150.7967,82.58,78,97,PG,1675723552,9.4
270,Henties Bay,-22.116,14.2845,64.51,88,55,NA,1675723422,1.43
271,Vila Franca do Campo,37.7167,-25.4333,55.81,93,100,PT,1675723461,14.05
272,Codrington,-38.2667,141.9667,63.5,67,64,AU,1675723629,10.51
273,Salalah,17.0151,54.0924,71.69,60,0,OM,1675723598,2.3
274,Soller,39.7662,2.7152,51.42,87,83,ES,1675723630,1.99
